P [bar]    mc [ mol/kg]    xw_C   rho_W [kg/m3]   rho_C [kg/m3]    Z_W    Z_C    eps_r    chiw_W    chiw_C    Ndchi1w/dNw    Ndchi1w/dNc   Vdchi1w/dV
151.03   1.6668   0.000833   1010.53   760.10    0.107730   0.335800   68.7262    0.0942   0.9786    -0.0730   -0.0503   0.0723
151.53   1.6677   0.000832   1010.55   760.98    0.108086   0.336521   68.7261    0.0942   0.9786    -0.0730   -0.0503   0.0723
152.03   1.6685   0.000832   1010.58   761.86    0.108442   0.337242   68.7260    0.0942   0.9785    -0.0730   -0.0503   0.0723
152.53   1.6694   0.000831   1010.60   762.74    0.108798   0.337964   68.7259    0.0942   0.9785    -0.0730   -0.0503   0.0723
153.03   1.6702   0.000831   1010.63   763.60    0.109154   0.338686   68.7258    0.0942   0.9785    -0.0730   -0.0503   0.0723
153.53   1.6711   0.000831   1010.66   764.47    0.109510   0.339409   68.7257    0.0942   0.9785    -0.0730   -0.0503   0.0723
154.03   1.6719   0.000830   1010.68   765.33    0.109866   0.340132   68.7256    0.0942   0.9785    -0.0730   -0.0503   0.0723
154.53   1.6727   0.000830   1010.71   766.18    0.110222   0.340856   68.7256    0.0942   0.9784    -0.0730   -0.0503   0.0723
155.03   1.6736   0.000830   1010.73   767.03    0.110578   0.341581   68.7255    0.0942   0.9784    -0.0730   -0.0503   0.0723
155.53   1.6744   0.000829   1010.76   767.87    0.110934   0.342306   68.7255    0.0942   0.9784    -0.0730   -0.0503   0.0723
156.03   1.6752   0.000829   1010.79   768.71    0.111290   0.343031   68.7254    0.0942   0.9784    -0.0730   -0.0503   0.0723
156.53   1.6761   0.000828   1010.81   769.55    0.111646   0.343757   68.7253    0.0942   0.9784    -0.0730   -0.0503   0.0723
157.03   1.6769   0.000828   1010.84   770.38    0.112002   0.344484   68.7253    0.0942   0.9783    -0.0730   -0.0503   0.0723
157.53   1.6777   0.000828   1010.86   771.20    0.112358   0.345211   68.7253    0.0942   0.9783    -0.0730   -0.0503   0.0723
158.03   1.6785   0.000827   1010.89   772.02    0.112714   0.345938   68.7252    0.0942   0.9783    -0.0730   -0.0503   0.0723
158.53   1.6794   0.000827   1010.91   772.84    0.113070   0.346666   68.7252    0.0942   0.9783    -0.0730   -0.0503   0.0723
159.03   1.6802   0.000827   1010.94   773.65    0.113426   0.347395   68.7252    0.0942   0.9783    -0.0730   -0.0503   0.0723
159.53   1.6810   0.000826   1010.96   774.46    0.113781   0.348123   68.7251    0.0942   0.9782    -0.0730   -0.0503   0.0723
160.03   1.6818   0.000826   1010.99   775.26    0.114137   0.348852   68.7251    0.0942   0.9782    -0.0730   -0.0503   0.0723
160.53   1.6826   0.000826   1011.02   776.06    0.114493   0.349582   68.7251    0.0942   0.9782    -0.0730   -0.0503   0.0723
161.03   1.6834   0.000825   1011.04   776.86    0.114849   0.350312   68.7251    0.0942   0.9782    -0.0730   -0.0503   0.0723
161.53   1.6842   0.000825   1011.07   777.65    0.115205   0.351042   68.7251    0.0942   0.9782    -0.0730   -0.0503   0.0723
162.03   1.6851   0.000824   1011.09   778.44    0.115561   0.351773   68.7251    0.0942   0.9781    -0.0730   -0.0503   0.0723
162.53   1.6859   0.000824   1011.12   779.22    0.115917   0.352504   68.7251    0.0942   0.9781    -0.0730   -0.0503   0.0723
163.03   1.6867   0.000824   1011.14   780.00    0.116273   0.353235   68.7251    0.0942   0.9781    -0.0730   -0.0503   0.0723
163.53   1.6875   0.000823   1011.17   780.77    0.116629   0.353966   68.7251    0.0942   0.9781    -0.0730   -0.0503   0.0723
164.03   1.6883   0.000823   1011.19   781.55    0.116984   0.354698   68.7252    0.0942   0.9781    -0.0730   -0.0503   0.0723
164.53   1.6891   0.000823   1011.22   782.31    0.117340   0.355431   68.7252    0.0942   0.9781    -0.0730   -0.0503   0.0723
165.03   1.6899   0.000822   1011.25   783.08    0.117696   0.356163   68.7252    0.0942   0.9780    -0.0730   -0.0503   0.0723
165.53   1.6907   0.000822   1011.27   783.84    0.118052   0.356896   68.7253    0.0942   0.9780    -0.0730   -0.0503   0.0723
166.03   1.6915   0.000822   1011.30   784.59    0.118408   0.357629   68.7253    0.0942   0.9780    -0.0730   -0.0503   0.0723
166.53   1.6922   0.000821   1011.32   785.35    0.118764   0.358362   68.7253    0.0942   0.9780    -0.0730   -0.0503   0.0723
167.03   1.6930   0.000821   1011.35   786.10    0.119119   0.359096   68.7254    0.0942   0.9780    -0.0730   -0.0503   0.0723
167.53   1.6938   0.000821   1011.37   786.84    0.119475   0.359830   68.7254    0.0942   0.9780    -0.0730   -0.0503   0.0723
168.03   1.6946   0.000820   1011.40   787.58    0.119831   0.360564   68.7255    0.0942   0.9779    -0.0730   -0.0503   0.0723
168.53   1.6954   0.000820   1011.42   788.32    0.120187   0.361298   68.7255    0.0942   0.9779    -0.0730   -0.0503   0.0723
169.03   1.6962   0.000820   1011.45   789.06    0.120542   0.362032   68.7256    0.0942   0.9779    -0.0730   -0.0503   0.0723
169.53   1.6970   0.000819   1011.47   789.79    0.120898   0.362767   68.7257    0.0942   0.9779    -0.0730   -0.0503   0.0723
170.03   1.6977   0.000819   1011.50   790.51    0.121254   0.363502   68.7258    0.0942   0.9779    -0.0730   -0.0503   0.0723
170.53   1.6985   0.000819   1011.52   791.24    0.121610   0.364237   68.7258    0.0942   0.9779    -0.0730   -0.0503   0.0723
171.03   1.6993   0.000818   1011.55   791.96    0.121965   0.364972   68.7259    0.0942   0.9778    -0.0730   -0.0503   0.0723
171.53   1.7001   0.000818   1011.57   792.68    0.122321   0.365708   68.7260    0.0942   0.9778    -0.0730   -0.0503   0.0723
172.03   1.7008   0.000818   1011.60   793.39    0.122677   0.366444   68.7261    0.0942   0.9778    -0.0730   -0.0503   0.0723
172.53   1.7016   0.000817   1011.63   794.11    0.123033   0.367179   68.7262    0.0942   0.9778    -0.0730   -0.0503   0.0723
173.03   1.7024   0.000817   1011.65   794.81    0.123388   0.367915   68.7263    0.0942   0.9778    -0.0730   -0.0503   0.0723
173.53   1.7032   0.000817   1011.68   795.52    0.123744   0.368652   68.7264    0.0942   0.9778    -0.0730   -0.0503   0.0723
174.03   1.7039   0.000816   1011.70   796.22    0.124100   0.369388   68.7265    0.0942   0.9777    -0.0730   -0.0503   0.0723
174.53   1.7047   0.000816   1011.73   796.92    0.124455   0.370124   68.7266    0.0942   0.9777    -0.0730   -0.0503   0.0723
175.03   1.7055   0.000816   1011.75   797.62    0.124811   0.370861   68.7267    0.0942   0.9777    -0.0730   -0.0503   0.0723
175.53   1.7062   0.000815   1011.78   798.31    0.125167   0.371598   68.7268    0.0942   0.9777    -0.0730   -0.0503   0.0723
176.03   1.7070   0.000815   1011.80   799.00    0.125522   0.372335   68.7269    0.0942   0.9777    -0.0730   -0.0503   0.0723
176.53   1.7077   0.000815   1011.83   799.68    0.125878   0.373072   68.7270    0.0942   0.9777    -0.0730   -0.0503   0.0724
177.03   1.7085   0.000814   1011.85   800.37    0.126234   0.373809   68.7272    0.0942   0.9776    -0.0730   -0.0503   0.0724
177.53   1.7093   0.000814   1011.88   801.05    0.126589   0.374546   68.7273    0.0942   0.9776    -0.0730   -0.0503   0.0724
178.03   1.7100   0.000814   1011.90   801.73    0.126945   0.375283   68.7274    0.0942   0.9776    -0.0730   -0.0503   0.0724
178.53   1.7108   0.000813   1011.93   802.40    0.127301   0.376021   68.7276    0.0942   0.9776    -0.0730   -0.0503   0.0724
179.03   1.7115   0.000813   1011.95   803.07    0.127656   0.376758   68.7277    0.0942   0.9776    -0.0730   -0.0503   0.0724
179.53   1.7123   0.000813   1011.98   803.74    0.128012   0.377496   68.7279    0.0942   0.9776    -0.0730   -0.0503   0.0724
180.03   1.7130   0.000812   1012.00   804.41    0.128367   0.378233   68.7280    0.0942   0.9776    -0.0730   -0.0503   0.0724
180.53   1.7138   0.000812   1012.03   805.07    0.128723   0.378971   68.7282    0.0942   0.9775    -0.0730   -0.0503   0.0724
181.03   1.7145   0.000812   1012.05   805.74    0.129079   0.379709   68.7283    0.0942   0.9775    -0.0730   -0.0503   0.0724
181.53   1.7153   0.000811   1012.08   806.39    0.129434   0.380447   68.7285    0.0942   0.9775    -0.0730   -0.0504   0.0724
182.03   1.7160   0.000811   1012.10   807.05    0.129790   0.381185   68.7286    0.0942   0.9775    -0.0730   -0.0504   0.0724
182.53   1.7167   0.000811   1012.13   807.70    0.130145   0.381923   68.7288    0.0942   0.9775    -0.0730   -0.0504   0.0724
183.03   1.7175   0.000811   1012.15   808.35    0.130501   0.382661   68.7290    0.0942   0.9775    -0.0730   -0.0504   0.0724
183.53   1.7182   0.000810   1012.18   809.00    0.130856   0.383399   68.7291    0.0942   0.9775    -0.0730   -0.0504   0.0724
184.03   1.7190   0.000810   1012.20   809.65    0.131212   0.384138   68.7293    0.0942   0.9774    -0.0730   -0.0504   0.0724
184.53   1.7197   0.000810   1012.23   810.29    0.131567   0.384876   68.7295    0.0942   0.9774    -0.0730   -0.0504   0.0724
185.03   1.7204   0.000809   1012.25   810.93    0.131923   0.385614   68.7297    0.0942   0.9774    -0.0730   -0.0504   0.0724
185.53   1.7212   0.000809   1012.28   811.57    0.132278   0.386353   68.7299    0.0942   0.9774    -0.0730   -0.0504   0.0724
186.03   1.7219   0.000809   1012.30   812.20    0.132634   0.387091   68.7300    0.0942   0.9774    -0.0730   -0.0504   0.0724
186.53   1.7226   0.000808   1012.33   812.83    0.132989   0.387829   68.7302    0.0942   0.9774    -0.0730   -0.0504   0.0724
187.03   1.7234   0.000808   1012.35   813.46    0.133345   0.388568   68.7304    0.0942   0.9774    -0.0730   -0.0504   0.0724
187.53   1.7241   0.000808   1012.38   814.09    0.133700   0.389306   68.7306    0.0942   0.9773    -0.0730   -0.0504   0.0724
188.03   1.7248   0.000807   1012.40   814.72    0.134056   0.390045   68.7308    0.0942   0.9773    -0.0730   -0.0504   0.0724
188.53   1.7255   0.000807   1012.43   815.34    0.134411   0.390783   68.7310    0.0942   0.9773    -0.0730   -0.0504   0.0724
189.03   1.7263   0.000807   1012.45   815.96    0.134767   0.391522   68.7312    0.0942   0.9773    -0.0730   -0.0504   0.0724
189.53   1.7270   0.000807   1012.48   816.58    0.135122   0.392260   68.7314    0.0942   0.9773    -0.0731   -0.0504   0.0724
190.03   1.7277   0.000806   1012.50   817.19    0.135478   0.392999   68.7317    0.0942   0.9773    -0.0731   -0.0504   0.0724
190.53   1.7284   0.000806   1012.53   817.81    0.135833   0.393738   68.7319    0.0942   0.9773    -0.0731   -0.0504   0.0724
191.03   1.7292   0.000806   1012.55   818.42    0.136189   0.394476   68.7321    0.0942   0.9772    -0.0731   -0.0504   0.0724
191.53   1.7299   0.000805   1012.57   819.03    0.136544   0.395215   68.7323    0.0942   0.9772    -0.0731   -0.0504   0.0724
192.03   1.7306   0.000805   1012.60   819.63    0.136899   0.395953   68.7325    0.0942   0.9772    -0.0731   -0.0504   0.0724
192.53   1.7313   0.000805   1012.62   820.24    0.137255   0.396692   68.7328    0.0942   0.9772    -0.0731   -0.0504   0.0724
193.03   1.7320   0.000805   1012.65   820.84    0.137610   0.397430   68.7330    0.0942   0.9772    -0.0731   -0.0504   0.0724
193.53   1.7327   0.000804   1012.67   821.44    0.137966   0.398169   68.7332    0.0942   0.9772    -0.0731   -0.0504   0.0724
194.03   1.7334   0.000804   1012.70   822.04    0.138321   0.398907   68.7335    0.0942   0.9772    -0.0731   -0.0504   0.0724
194.53   1.7342   0.000804   1012.72   822.63    0.138676   0.399646   68.7337    0.0942   0.9772    -0.0731   -0.0504   0.0724
195.03   1.7349   0.000803   1012.75   823.23    0.139032   0.400384   68.7340    0.0942   0.9771    -0.0731   -0.0504   0.0724
195.53   1.7356   0.000803   1012.77   823.82    0.139387   0.401123   68.7342    0.0942   0.9771    -0.0731   -0.0504   0.0724
196.03   1.7363   0.000803   1012.80   824.41    0.139742   0.401861   68.7345    0.0942   0.9771    -0.0731   -0.0504   0.0724
196.53   1.7370   0.000802   1012.82   824.99    0.140098   0.402600   68.7347    0.0942   0.9771    -0.0731   -0.0504   0.0724
197.03   1.7377   0.000802   1012.85   825.58    0.140453   0.403338   68.7350    0.0942   0.9771    -0.0731   -0.0504   0.0724
197.53   1.7384   0.000802   1012.87   826.16    0.140808   0.404076   68.7352    0.0942   0.9771    -0.0731   -0.0504   0.0724
198.03   1.7391   0.000802   1012.90   826.74    0.141164   0.404815   68.7355    0.0942   0.9771    -0.0731   -0.0504   0.0724
198.53   1.7398   0.000801   1012.92   827.32    0.141519   0.405553   68.7358    0.0942   0.9771    -0.0731   -0.0504   0.0724
199.03   1.7405   0.000801   1012.95   827.90    0.141874   0.406291   68.7360    0.0942   0.9770    -0.0731   -0.0504   0.0724
199.53   1.7412   0.000801   1012.97   828.47    0.142229   0.407029   68.7363    0.0942   0.9770    -0.0731   -0.0504   0.0724
200.03   1.7419   0.000800   1012.99   829.04    0.142585   0.407768   68.7366    0.0942   0.9770    -0.0731   -0.0504   0.0724
200.53   1.7426   0.000800   1013.02   829.62    0.142940   0.408506   68.7369    0.0942   0.9770    -0.0731   -0.0504   0.0724
201.03   1.7433   0.000800   1013.04   830.18    0.143295   0.409244   68.7371    0.0942   0.9770    -0.0731   -0.0504   0.0724
201.53   1.7440   0.000800   1013.07   830.75    0.143651   0.409982   68.7374    0.0942   0.9770    -0.0731   -0.0504   0.0724
202.03   1.7447   0.000799   1013.09   831.32    0.144006   0.410720   68.7377    0.0942   0.9770    -0.0731   -0.0504   0.0724
202.53   1.7454   0.000799   1013.12   831.88    0.144361   0.411458   68.7380    0.0942   0.9770    -0.0731   -0.0504   0.0724
203.03   1.7461   0.000799   1013.14   832.44    0.144716   0.412195   68.7383    0.0942   0.9769    -0.0731   -0.0504   0.0724
203.53   1.7467   0.000798   1013.17   833.00    0.145071   0.412933   68.7386    0.0942   0.9769    -0.0731   -0.0504   0.0724
204.03   1.7474   0.000798   1013.19   833.56    0.145427   0.413671   68.7389    0.0942   0.9769    -0.0731   -0.0504   0.0724
204.53   1.7481   0.000798   1013.22   834.11    0.145782   0.414409   68.7392    0.0942   0.9769    -0.0731   -0.0504   0.0724
205.03   1.7488   0.000798   1013.24   834.67    0.146137   0.415146   68.7395    0.0942   0.9769    -0.0731   -0.0504   0.0724
205.53   1.7495   0.000797   1013.26   835.22    0.146492   0.415884   68.7398    0.0942   0.9769    -0.0731   -0.0504   0.0724
206.03   1.7502   0.000797   1013.29   835.77    0.146847   0.416621   68.7401    0.0942   0.9769    -0.0731   -0.0504   0.0724
206.53   1.7509   0.000797   1013.31   836.32    0.147203   0.417359   68.7404    0.0942   0.9769    -0.0731   -0.0504   0.0724
207.03   1.7515   0.000797   1013.34   836.86    0.147558   0.418096   68.7407    0.0942   0.9769    -0.0731   -0.0504   0.0724
207.53   1.7522   0.000796   1013.36   837.41    0.147913   0.418833   68.7410    0.0942   0.9768    -0.0731   -0.0504   0.0724
208.03   1.7529   0.000796   1013.39   837.95    0.148268   0.419570   68.7413    0.0942   0.9768    -0.0731   -0.0504   0.0724
208.53   1.7536   0.000796   1013.41   838.49    0.148623   0.420308   68.7416    0.0942   0.9768    -0.0731   -0.0504   0.0724
209.03   1.7542   0.000795   1013.44   839.03    0.148978   0.421045   68.7420    0.0942   0.9768    -0.0731   -0.0504   0.0724
209.53   1.7549   0.000795   1013.46   839.57    0.149333   0.421782   68.7423    0.0942   0.9768    -0.0731   -0.0504   0.0724
210.03   1.7556   0.000795   1013.48   840.10    0.149689   0.422518   68.7426    0.0942   0.9768    -0.0731   -0.0504   0.0724
210.53   1.7563   0.000795   1013.51   840.64    0.150044   0.423255   68.7429    0.0942   0.9768    -0.0731   -0.0504   0.0724
211.03   1.7569   0.000794   1013.53   841.17    0.150399   0.423992   68.7433    0.0942   0.9768    -0.0731   -0.0504   0.0724
211.53   1.7576   0.000794   1013.56   841.70    0.150754   0.424729   68.7436    0.0942   0.9768    -0.0731   -0.0504   0.0724
212.03   1.7583   0.000794   1013.58   842.23    0.151109   0.425465   68.7439    0.0942   0.9767    -0.0731   -0.0504   0.0724
212.53   1.7590   0.000794   1013.61   842.76    0.151464   0.426202   68.7443    0.0942   0.9767    -0.0731   -0.0504   0.0724
213.03   1.7596   0.000793   1013.63   843.28    0.151819   0.426938   68.7446    0.0942   0.9767    -0.0731   -0.0504   0.0724
213.53   1.7603   0.000793   1013.65   843.81    0.152174   0.427674   68.7450    0.0942   0.9767    -0.0731   -0.0504   0.0724
214.03   1.7610   0.000793   1013.68   844.33    0.152529   0.428411   68.7453    0.0942   0.9767    -0.0731   -0.0504   0.0724
214.53   1.7616   0.000792   1013.70   844.85    0.152884   0.429147   68.7456    0.0942   0.9767    -0.0731   -0.0504   0.0724
215.03   1.7623   0.000792   1013.73   845.37    0.153239   0.429883   68.7460    0.0942   0.9767    -0.0731   -0.0504   0.0724
215.53   1.7630   0.000792   1013.75   845.89    0.153594   0.430619   68.7463    0.0942   0.9767    -0.0731   -0.0504   0.0724
216.03   1.7636   0.000792   1013.78   846.40    0.153949   0.431355   68.7467    0.0942   0.9767    -0.0731   -0.0504   0.0724
216.53   1.7643   0.000791   1013.80   846.92    0.154304   0.432090   68.7471    0.0942   0.9766    -0.0731   -0.0504   0.0724
217.03   1.7649   0.000791   1013.82   847.43    0.154659   0.432826   68.7474    0.0942   0.9766    -0.0731   -0.0504   0.0724
217.53   1.7656   0.000791   1013.85   847.94    0.155014   0.433562   68.7478    0.0942   0.9766    -0.0731   -0.0504   0.0724
218.03   1.7663   0.000791   1013.87   848.45    0.155369   0.434297   68.7481    0.0942   0.9766    -0.0731   -0.0504   0.0724
218.53   1.7669   0.000790   1013.90   848.96    0.155724   0.435032   68.7485    0.0942   0.9766    -0.0731   -0.0504   0.0724
219.03   1.7676   0.000790   1013.92   849.47    0.156079   0.435768   68.7489    0.0942   0.9766    -0.0731   -0.0504   0.0724
219.53   1.7682   0.000790   1013.95   849.97    0.156434   0.436503   68.7493    0.0942   0.9766    -0.0731   -0.0504   0.0724
220.03   1.7689   0.000790   1013.97   850.48    0.156789   0.437238   68.7496    0.0942   0.9766    -0.0731   -0.0504   0.0724
220.53   1.7695   0.000789   1013.99   850.98    0.157144   0.437973   68.7500    0.0942   0.9766    -0.0731   -0.0504   0.0724
221.03   1.7702   0.000789   1014.02   851.48    0.157499   0.438708   68.7504    0.0942   0.9765    -0.0731   -0.0504   0.0724
221.53   1.7708   0.000789   1014.04   851.98    0.157854   0.439443   68.7508    0.0942   0.9765    -0.0731   -0.0504   0.0724
222.03   1.7715   0.000788   1014.07   852.48    0.158209   0.440177   68.7511    0.0942   0.9765    -0.0731   -0.0504   0.0724
222.53   1.7721   0.000788   1014.09   852.97    0.158564   0.440912   68.7515    0.0942   0.9765    -0.0731   -0.0504   0.0724
223.03   1.7728   0.000788   1014.11   853.47    0.158919   0.441646   68.7519    0.0942   0.9765    -0.0731   -0.0504   0.0724
223.53   1.7734   0.000788   1014.14   853.96    0.159274   0.442381   68.7523    0.0942   0.9765    -0.0731   -0.0504   0.0724
224.03   1.7741   0.000787   1014.16   854.45    0.159628   0.443115   68.7527    0.0942   0.9765    -0.0731   -0.0504   0.0724
224.53   1.7747   0.000787   1014.19   854.94    0.159983   0.443849   68.7531    0.0942   0.9765    -0.0731   -0.0504   0.0724
225.03   1.7754   0.000787   1014.21   855.43    0.160338   0.444583   68.7535    0.0942   0.9765    -0.0731   -0.0504   0.0724
225.53   1.7760   0.000787   1014.23   855.92    0.160693   0.445317   68.7539    0.0942   0.9765    -0.0731   -0.0504   0.0724
226.03   1.7767   0.000786   1014.26   856.41    0.161048   0.446051   68.7543    0.0942   0.9765    -0.0731   -0.0504   0.0724
226.53   1.7773   0.000786   1014.28   856.89    0.161403   0.446784   68.7547    0.0942   0.9764    -0.0731   -0.0504   0.0724
227.03   1.7779   0.000786   1014.31   857.38    0.161758   0.447518   68.7551    0.0942   0.9764    -0.0731   -0.0504   0.0724
227.53   1.7786   0.000786   1014.33   857.86    0.162112   0.448251   68.7555    0.0942   0.9764    -0.0731   -0.0504   0.0724
228.03   1.7792   0.000785   1014.36   858.34    0.162467   0.448985   68.7559    0.0942   0.9764    -0.0731   -0.0504   0.0724
228.53   1.7799   0.000785   1014.38   858.82    0.162822   0.449718   68.7563    0.0942   0.9764    -0.0731   -0.0504   0.0724
229.03   1.7805   0.000785   1014.40   859.30    0.163177   0.450451   68.7567    0.0942   0.9764    -0.0731   -0.0504   0.0724
229.53   1.7811   0.000785   1014.43   859.78    0.163532   0.451184   68.7571    0.0942   0.9764    -0.0731   -0.0504   0.0724
230.03   1.7818   0.000784   1014.45   860.25    0.163886   0.451917   68.7576    0.0942   0.9764    -0.0731   -0.0504   0.0724
230.53   1.7824   0.000784   1014.48   860.73    0.164241   0.452650   68.7580    0.0942   0.9764    -0.0731   -0.0504   0.0724
231.03   1.7830   0.000784   1014.50   861.20    0.164596   0.453382   68.7584    0.0942   0.9764    -0.0731   -0.0504   0.0724
231.53   1.7837   0.000784   1014.52   861.67    0.164951   0.454115   68.7588    0.0942   0.9763    -0.0731   -0.0504   0.0724
232.03   1.7843   0.000783   1014.55   862.14    0.165305   0.454847   68.7593    0.0942   0.9763    -0.0731   -0.0504   0.0724
232.53   1.7849   0.000783   1014.57   862.61    0.165660   0.455579   68.7597    0.0942   0.9763    -0.0731   -0.0504   0.0724
233.03   1.7856   0.000783   1014.60   863.08    0.166015   0.456312   68.7601    0.0942   0.9763    -0.0731   -0.0504   0.0724
233.53   1.7862   0.000783   1014.62   863.54    0.166370   0.457044   68.7605    0.0942   0.9763    -0.0731   -0.0504   0.0724
234.03   1.7868   0.000782   1014.64   864.01    0.166724   0.457776   68.7610    0.0942   0.9763    -0.0731   -0.0504   0.0724
234.53   1.7874   0.000782   1014.67   864.47    0.167079   0.458507   68.7614    0.0942   0.9763    -0.0731   -0.0504   0.0724
235.03   1.7881   0.000782   1014.69   864.94    0.167434   0.459239   68.7618    0.0942   0.9763    -0.0731   -0.0504   0.0724
235.53   1.7887   0.000782   1014.71   865.40    0.167788   0.459971   68.7623    0.0942   0.9763    -0.0731   -0.0504   0.0724
236.03   1.7893   0.000781   1014.74   865.86    0.168143   0.460702   68.7627    0.0942   0.9763    -0.0731   -0.0504   0.0724
236.53   1.7899   0.000781   1014.76   866.32    0.168498   0.461433   68.7632    0.0942   0.9763    -0.0731   -0.0504   0.0724
237.03   1.7906   0.000781   1014.79   866.78    0.168852   0.462165   68.7636    0.0942   0.9762    -0.0731   -0.0504   0.0724
237.53   1.7912   0.000781   1014.81   867.23    0.169207   0.462896   68.7641    0.0942   0.9762    -0.0731   -0.0504   0.0724
238.03   1.7918   0.000780   1014.83   867.69    0.169562   0.463626   68.7645    0.0942   0.9762    -0.0731   -0.0504   0.0724
238.53   1.7924   0.000780   1014.86   868.14    0.169916   0.464357   68.7650    0.0942   0.9762    -0.0731   -0.0504   0.0724
239.03   1.7931   0.000780   1014.88   868.60    0.170271   0.465088   68.7654    0.0942   0.9762    -0.0731   -0.0504   0.0724
239.53   1.7937   0.000780   1014.91   869.05    0.170626   0.465819   68.7659    0.0942   0.9762    -0.0731   -0.0504   0.0724
240.03   1.7943   0.000779   1014.93   869.50    0.170980   0.466549   68.7663    0.0942   0.9762    -0.0731   -0.0504   0.0724
240.53   1.7949   0.000779   1014.95   869.95    0.171335   0.467279   68.7668    0.0942   0.9762    -0.0731   -0.0504   0.0724
241.03   1.7955   0.000779   1014.98   870.40    0.171690   0.468009   68.7672    0.0942   0.9762    -0.0731   -0.0504   0.0724
241.53   1.7961   0.000779   1015.00   870.84    0.172044   0.468739   68.7677    0.0942   0.9762    -0.0731   -0.0504   0.0724
242.03   1.7968   0.000778   1015.02   871.29    0.172399   0.469469   68.7682    0.0942   0.9762    -0.0731   -0.0504   0.0724
242.53   1.7974   0.000778   1015.05   871.73    0.172753   0.470199   68.7686    0.0942   0.9761    -0.0731   -0.0504   0.0724
243.03   1.7980   0.000778   1015.07   872.18    0.173108   0.470929   68.7691    0.0942   0.9761    -0.0731   -0.0504   0.0724
243.53   1.7986   0.000778   1015.10   872.62    0.173462   0.471658   68.7696    0.0942   0.9761    -0.0731   -0.0504   0.0724
244.03   1.7992   0.000778   1015.12   873.06    0.173817   0.472388   68.7700    0.0942   0.9761    -0.0731   -0.0505   0.0724
244.53   1.7998   0.000777   1015.14   873.50    0.174172   0.473117   68.7705    0.0942   0.9761    -0.0731   -0.0505   0.0724
245.03   1.8004   0.000777   1015.17   873.94    0.174526   0.473846   68.7710    0.0942   0.9761    -0.0731   -0.0505   0.0724
245.53   1.8010   0.000777   1015.19   874.38    0.174881   0.474575   68.7715    0.0942   0.9761    -0.0731   -0.0505   0.0724
246.03   1.8016   0.000777   1015.21   874.82    0.175235   0.475304   68.7719    0.0942   0.9761    -0.0731   -0.0505   0.0724
246.53   1.8022   0.000776   1015.24   875.25    0.175590   0.476033   68.7724    0.0942   0.9761    -0.0731   -0.0505   0.0724
247.03   1.8029   0.000776   1015.26   875.69    0.175944   0.476761   68.7729    0.0942   0.9761    -0.0731   -0.0505   0.0724
247.53   1.8035   0.000776   1015.29   876.12    0.176299   0.477490   68.7734    0.0942   0.9761    -0.0731   -0.0505   0.0724
248.03   1.8041   0.000776   1015.31   876.56    0.176653   0.478218   68.7739    0.0942   0.9761    -0.0731   -0.0505   0.0724
248.53   1.8047   0.000775   1015.33   876.99    0.177008   0.478946   68.7744    0.0942   0.9760    -0.0731   -0.0505   0.0724
249.03   1.8053   0.000775   1015.36   877.42    0.177362   0.479674   68.7749    0.0942   0.9760    -0.0731   -0.0505   0.0724
249.53   1.8059   0.000775   1015.38   877.85    0.177716   0.480402   68.7753    0.0942   0.9760    -0.0731   -0.0505   0.0724
250.03   1.8065   0.000775   1015.40   878.28    0.178071   0.481130   68.7758    0.0942   0.9760    -0.0731   -0.0505   0.0724
250.53   1.8071   0.000774   1015.43   878.70    0.178425   0.481858   68.7763    0.0942   0.9760    -0.0731   -0.0505   0.0724
251.03   1.8077   0.000774   1015.45   879.13    0.178780   0.482585   68.7768    0.0942   0.9760    -0.0731   -0.0505   0.0724
251.53   1.8083   0.000774   1015.47   879.56    0.179134   0.483313   68.7773    0.0942   0.9760    -0.0731   -0.0505   0.0724
252.03   1.8089   0.000774   1015.50   879.98    0.179489   0.484040   68.7778    0.0942   0.9760    -0.0731   -0.0505   0.0724
252.53   1.8095   0.000774   1015.52   880.40    0.179843   0.484767   68.7783    0.0942   0.9760    -0.0731   -0.0505   0.0724
253.03   1.8101   0.000773   1015.55   880.83    0.180197   0.485494   68.7788    0.0942   0.9760    -0.0732   -0.0505   0.0724
253.53   1.8107   0.000773   1015.57   881.25    0.180552   0.486221   68.7793    0.0942   0.9760    -0.0732   -0.0505   0.0724
254.03   1.8113   0.000773   1015.59   881.67    0.180906   0.486948   68.7798    0.0942   0.9760    -0.0732   -0.0505   0.0724
254.53   1.8119   0.000773   1015.62   882.09    0.181261   0.487674   68.7803    0.0942   0.9760    -0.0732   -0.0505   0.0724
255.03   1.8124   0.000772   1015.64   882.50    0.181615   0.488401   68.7809    0.0942   0.9759    -0.0732   -0.0505   0.0724
255.53   1.8130   0.000772   1015.66   882.92    0.181969   0.489127   68.7814    0.0942   0.9759    -0.0732   -0.0505   0.0724
256.03   1.8136   0.000772   1015.69   883.34    0.182324   0.489853   68.7819    0.0942   0.9759    -0.0732   -0.0505   0.0724
256.53   1.8142   0.000772   1015.71   883.75    0.182678   0.490579   68.7824    0.0942   0.9759    -0.0732   -0.0505   0.0724
257.03   1.8148   0.000771   1015.73   884.17    0.183032   0.491305   68.7829    0.0942   0.9759    -0.0732   -0.0505   0.0724
